t,k,exportVal,rca,distance,importVal,imports_norm,density,code,description
2012,721050,1326.23,0.1788,0.8023,1360.901,0.0098,0.1977,721050,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides"
2012,721061,6342.955,0.4057,0.7841,14854.34,0.1073,0.21589999999999998,721061,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys"
2012,721069,1410.256,0.2878,0.8289,2742.151,0.0198,0.17110000000000003,721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys"
2012,721070,28954.858,0.4832,0.7699,88987.296,0.6427,0.23009999999999997,721070,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
2012,721090,12140.262,1.3736,0.7358,5497.057,0.0397,0.2642,721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
2012,721113,63.461,0.0396,0.8079,0.096,0.0,0.19210000000000005,721113,"Iron or non-alloy steel: flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief"
2012,721114,337.479,0.0832,0.7899,138.328,0.001,0.21009999999999995,721114,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13"
2012,721119,2981.724,0.3458,0.7748,1681.032,0.0121,0.22519999999999996,721119,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, less than 4.75mm thick, excluding those of item no. 7211.13"
2012,721123,115.455,0.0128,0.7974,4578.078,0.0331,0.2026,721123,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight less than 0.25% of carbon"
2012,721129,2822.402,0.5931,0.8009,3047.445,0.022,0.19910000000000005,721129,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight 0.25% or more of carbon"
2012,721190,1830.222,0.6209,0.7802,1804.564,0.013,0.2198,721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm"
2012,721210,1803.079,1.444,0.7316,1594.766,0.0115,0.26839999999999997,721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin"
2012,721220,3088.289,1.1027,0.7552,24577.3,0.1775,0.24480000000000002,721220,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc"
2012,721230,3411.177,0.2822,0.7642,2614.424,0.0189,0.2358,721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
2012,721240,598.351,0.1037,0.7685,6511.769,0.047,0.23150000000000004,721240,"Iron or non-alloy steel: flat-rolled, width less than 600mm, painted, varnished or coated with plastics"
2012,721250,13353.906,3.4143,0.7586,2649.115,0.0191,0.24139999999999995,721250,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated, (excluding tin, zinc or plastic)"
2012,721260,789.91,0.4554,0.8084,2605.285,0.0188,0.1916,721260,"Iron or non-alloy steel: flat-rolled, width less than 600mm, clad"
2012,721710,11431.455,0.5753,0.76,7023.961,0.0507,0.24,721710,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished"
2012,721720,40770.636,2.7853,0.7252,17847.407,0.1289,0.27480000000000004,721720,"Iron or non-alloy steel: wire, plated or coated with zinc"
2012,721730,3172.434,0.3593,0.7953,15534.884,0.1122,0.2047,721730,"Iron or non-alloy steel: wire, plated or coated with base metals (other than zinc)"
2012,721790,8234.836,2.3536,0.7124,5373.03,0.0388,0.28759999999999997,721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2012,722511,201.539,0.0126,0.822,18899.488,0.1365,0.17800000000000005,722511,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented"
2012,722519,504.486,0.0325,0.8306,5800.768,0.0419,0.1694,722519,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)"
2012,722599,3007.649,0.2905,0.8221,30287.215,0.2187,0.17789999999999995,722599,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, (other than plated or coated with zinc)"
2012,731700,8311.173,0.5142,0.7495,18320.114,0.1323,0.25049999999999994,731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2012,732010,2341.412,0.2094,0.7897,13743.436,0.0993,0.21030000000000004,732010,Iron or steel: leaf-springs and leaves therefor
2012,732020,6708.864,0.3749,0.7974,8650.766,0.0625,0.2026,732020,Iron or steel: helical springs and leaves for springs
2012,732090,7322.69,0.6704,0.7943,14436.444,0.1043,0.2057,732090,Iron or steel: springs n.e.c. in heading no. 7320
2012,830520,477.813,0.1709,0.8147,4159.22,0.03,0.18530000000000002,830520,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal"
2013,441011,16689.635,0.5954,0.7588,10536.705,0.0777,0.24119999999999997,441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances"
2013,441112,2137.881,0.2954,0.7715,4725.65,0.0349,0.22850000000000004,441112,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm"
2013,441113,398.068,0.0364,0.7881,15537.091,0.1146,0.21189999999999998,441113,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm"
2013,441114,4359.777,0.1936,0.7751,20669.196,0.1525,0.2249,441114,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm"
2013,540411,9.371,0.0146,0.8122,400.748,0.003,0.18779999999999997,540411,Elastomeric monofilament: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2013,540412,2534.66,4.6084,0.7469,561.282,0.0041,0.2531,540412,Monofilament of polypropylene: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2013,540419,85.001,0.0186,0.8176,2366.228,0.0174,0.1824,540419,Monofilament n.e.c. in heading no 5404: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2013,540490,375.227,0.1351,0.7933,2650.129,0.0195,0.2067,540490,"Filament, synthetic: strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
2013,540710,7806.734,0.5544,0.8087,6096.953,0.045,0.19130000000000003,540710,"Fabrics, woven: from high tenacity yarn, of nylon, other polyamides or of polyesters"
2013,540720,1971.556,0.2688,0.7605,6851.191,0.0505,0.23950000000000005,540720,"Fabrics, woven: from strip or the like, of synthetic textile materials"
2013,540730,33.021,0.0547,0.8027,251.007,0.0018,0.19730000000000003,540730,"Fabrics, woven: from synthetic filament yarn, adhesive or thermal bonded"
2013,540741,75.662,0.0252,0.8369,491.342,0.0036,0.16310000000000002,540741,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
2013,540742,214.061,0.0272,0.8214,5379.574,0.0397,0.17859999999999998,540742,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
2013,540743,769.466,1.7259,0.7769,196.689,0.0014,0.22309999999999997,540743,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
2013,540744,157.086,0.2285,0.7922,452.724,0.0033,0.20779999999999998,540744,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, printed"
2013,540751,69.075,0.0127,0.8275,2635.222,0.0194,0.1725,540751,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
2013,540752,653.642,0.0228,0.8222,34473.297,0.2543,0.17779999999999996,540752,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, dyed"
2013,540753,264.517,0.0703,0.8056,3457.457,0.0255,0.19440000000000002,540753,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
2013,540754,269.349,0.0365,0.8208,9685.755,0.0714,0.17920000000000003,540754,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, printed"
2013,540761,4266.033,0.1666,0.8299,37088.06,0.2736,0.17010000000000003,540761,"Fabrics, woven: containing 85% or more by weight of non-textured polyester filaments"
2013,540769,1193.203,0.1254,0.8012,14069.32,0.1038,0.19879999999999998,540769,"Fabrics, woven: containing less than 85% by weight of non-textured polyester filaments"
2013,540771,35.487,0.0309,0.8139,543.467,0.004,0.18610000000000004,540771,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), unbleached or bleached"
2013,540772,9581.38,2.018,0.7728,2978.494,0.022,0.22719999999999996,540772,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), dyed"
2013,540773,722.813,0.3866,0.7967,2307.143,0.017,0.20330000000000004,540773,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), of yarns of different colours"
2013,540774,67.281,0.0933,0.8234,1439.037,0.0106,0.17659999999999998,540774,"Fabrics, woven: containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed"
2013,540781,278.534,0.3516,0.8193,375.945,0.0028,0.18069999999999997,540781,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, bleached or unbleached"
2013,540782,454.469,0.1691,0.8063,3745.661,0.0276,0.19369999999999998,540782,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, dyed"
2013,540783,133.321,0.1043,0.8122,691.809,0.0051,0.18779999999999997,540783,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, mixed mainly or solely with cotton, of yarns of different colours"
2013,540784,151.097,0.3189,0.801,704.67,0.0052,0.19899999999999995,540784,"Fabrics, woven: of synthetic filament yarn, containing less than 85% by weight of synthetic filaments, printed"
2013,540791,1579.911,1.9368,0.7755,267.685,0.002,0.22450000000000003,540791,"Fabrics, woven: of synthetic filament yarn, bleached or unbleached, n.e.c. in heading no. 5407"
2013,540792,85.674,0.0271,0.8101,7546.819,0.0557,0.18989999999999996,540792,"Fabrics, woven: of synthetic filament yarn, dyed, n.e.c. in heading 5407"
2013,540793,448.37,0.2016,0.81,1116.029,0.0082,0.18999999999999995,540793,"Fabrics, woven: of synthetic filament yarn, of yarns of different colours, n.e.c. in heading no. 5407"
2013,540794,49.31,0.0499,0.8109,965.491,0.0071,0.18910000000000005,540794,"Fabrics, woven: of synthetic filament yarn, printed, n.e.c. in heading no. 5407"
2013,550320,6240.169,0.2085,0.8015,18547.677,0.1368,0.1985,550320,"Fibres: synthetic staple fibres, of polyesters, not carded, combed or otherwise processed for spinning"
2013,600610,9.247,0.0075,0.8051,27.411,0.0002,0.19489999999999996,600610,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of wool or fine animal hair"
2013,600621,256.961,0.0665,0.7744,1032.175,0.0076,0.22560000000000002,600621,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, unbleached or bleached"
2013,600622,559.931,0.0219,0.7977,11256.072,0.083,0.20230000000000004,600622,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, dyed"
2013,600623,19.677,0.0076,0.8143,478.672,0.0035,0.18569999999999998,600623,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, of yarns of different colours"
2013,600624,101.578,0.0314,0.8187,896.686,0.0066,0.18130000000000002,600624,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of cotton, printed"
2013,600631,1729.667,0.3235,0.8,3827.422,0.0282,0.19999999999999996,600631,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, unbleached or bleached"
2013,600632,271.891,0.011,0.8221,28677.277,0.2115,0.17789999999999995,600632,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, dyed"
2013,600633,36.663,0.014,0.8181,2134.181,0.0157,0.18189999999999995,600633,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, of yarns of different colours"
2013,600634,356.819,0.0728,0.8338,7029.192,0.0518,0.16620000000000001,600634,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of synthetic fibres, printed"
2013,600641,10.456,0.021,0.7944,73.994,0.0005,0.2056,600641,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, unbleached or bleached"
2013,600642,3.055,0.0006,0.8087,5020.979,0.037,0.19130000000000003,600642,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, dyed"
2013,600643,33.481,0.0585,0.8171,194.525,0.0014,0.18289999999999995,600643,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours"
2013,600644,67.189,0.0475,0.8219,916.484,0.0068,0.17810000000000004,600644,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, printed"
2013,600690,4941.663,0.7399,0.8052,2352.858,0.0174,0.19479999999999997,600690,"Fabrics: knitted or crocheted fabrics, other than those of headings 60.01 to 60.04,and other than those made of wool, fine animal hair, cotton, synthetic or artificial fibres"
2013,700600,1260.633,0.0643,0.8401,1949.053,0.0144,0.15990000000000004,700600,"Glass of heading no. 7003, 7004 or 7005: bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials"
2013,700991,1458.679,0.2665,0.7844,3863.501,0.0285,0.2156,700991,"Glass mirrors: unframed, excluding rear-view mirrors for vehicles"
2013,720810,14144.071,1.7886,0.6952,27894.101,0.2058,0.30479999999999996,720810,"Iron or non-alloy steel: in coils, flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief"
2013,720825,1788.204,0.1734,0.8161,1146.175,0.0084,0.18389999999999995,720825,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 4.75mm or more"
2013,720826,11339.5,0.7784,0.8028,10870.58,0.0802,0.19720000000000004,720826,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of 3mm or more but less than 4.75mm"
2013,720827,28847.357,1.0524,0.7567,9909.637,0.0731,0.24329999999999996,720827,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, pickled, of a thickness of less than 3mm"
2013,720836,5054.682,0.4412,0.7949,6816.488,0.0503,0.20509999999999995,720836,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness exceeding 10mm"
2013,720837,28895.098,1.0918,0.7542,13424.131,0.099,0.24580000000000002,720837,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 4.75mm or more but not exceeding 10mm"
2013,720838,24066.95,0.6531,0.7971,8724.548,0.0644,0.20289999999999997,720838,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm"
2013,720839,306667.367,3.1744,0.7443,110195.528,0.8129,0.25570000000000004,720839,"Iron or non-alloy steel: in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of less than 3mm"
2013,720840,4166.151,1.5386,0.7222,493.569,0.0036,0.27780000000000005,720840,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, with patterns in relief"
2013,720851,23564.271,0.3202,0.7986,17977.316,0.1326,0.20140000000000002,720851,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness exceeding 10mm"
2013,720852,14337.479,0.5956,0.7709,6753.474,0.0498,0.22909999999999997,720852,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 4.75mm or more but not exceeding 10mm"
2013,720853,3909.55,0.6407,0.7568,1384.442,0.0102,0.24319999999999997,720853,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of 3mm or more but less than 4.75mm"
2013,720854,31919.897,8.3603,0.7204,1833.5,0.0135,0.27959999999999996,720854,"Iron or non-alloy steel: (not in coils), flat-rolled, of a width 600mm or more, hot-rolled, without patterns in relief, of a thickness of less than 3mm"
2013,720890,16022.95,1.8744,0.7323,27627.234,0.2038,0.26770000000000005,720890,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width 600mm or more, n.e.c. in heading no. 7208"
2013,720915,5455.75,2.2938,0.7506,957.607,0.0071,0.24939999999999996,720915,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more"
2013,720916,3830.826,0.1088,0.79,10081.208,0.0744,0.20999999999999996,720916,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm"
2013,720917,8367.477,0.1825,0.7964,16285.333,0.1201,0.2036,720917,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm"
2013,720918,5387.942,0.2397,0.8014,2617.201,0.0193,0.1986,720918,"Iron or non-alloy steel: in coils, flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm"
2013,720925,503.59,0.4184,0.7755,487.418,0.0036,0.22450000000000003,720925,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 3mm or more"
2013,720926,1769.238,0.3981,0.7679,664.434,0.0049,0.23209999999999997,720926,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness exceeding 1mm but less than 3mm"
2013,720927,10844.962,3.116,0.7207,1226.096,0.009,0.2793,720927,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of 0.5mm or more but not exceeding 1mm"
2013,720928,590.446,0.9498,0.7797,,,0.22030000000000005,720928,"Iron or non-alloy steel: (not in coils), flat-rolled, width 600mm or more, cold-rolled, of a thickness of less than 0.5mm"
2013,720990,16056.347,5.5602,0.6971,1887.567,0.0139,0.30289999999999995,720990,"Iron or non-alloy steel: flat-rolled, width 600mm or more, cold-rolled, n.e.c. in heading no. 7209"
2013,721011,5773.971,3.8121,0.7366,6771.131,0.0499,0.26339999999999997,721011,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of 0.5mm or more"
2013,721012,19560.956,0.5433,0.8139,71591.373,0.5281,0.18610000000000004,721012,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with tin, thickness of less than 0.5mm"
2013,721020,451.131,0.2909,0.801,0.768,0.0,0.19899999999999995,721020,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with lead, including terne-plate"
2013,721030,20307.353,0.8032,0.8304,46061.348,0.3398,0.16959999999999997,721030,"Iron or non-alloy steel: flat-rolled, width 600mm or more, electrolytically plated or coated with zinc"
2013,721041,33644.703,6.4228,0.6874,1711.582,0.0126,0.3126,721041,"Iron or non-alloy steel: flat-rolled, width 600mm or more, corrugated, plated or coated with zinc (not electrolytically)"
2013,721049,97957.337,0.7011,0.7733,135558.275,1.0,0.2267,721049,"Iron or non-alloy steel: flat-rolled, width 600mm or more, (not corrugated), plated or coated with zinc (not electrolytically)"
2013,721050,1533.667,0.2096,0.8147,3413.707,0.0252,0.18530000000000002,721050,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with chromium oxides or with chromium and chromium oxides"
2013,721061,5148.068,0.3145,0.7959,23222.443,0.1713,0.20409999999999995,721061,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium zinc-alloys"
2013,721069,2057.631,0.4277,0.8241,5238.818,0.0386,0.17589999999999995,721069,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with aluminium, other than plated or coated with aluminium zinc-alloys"
2013,721070,33789.97,0.5572,0.7811,70139.702,0.5174,0.21889999999999998,721070,"Iron or non-alloy steel: flat-rolled, width 600mm or more, painted, varnished or coated with plastics"
2013,721090,6673.078,0.8755,0.7954,3886.212,0.0287,0.2046,721090,"Iron or non-alloy steel: flat-rolled, width 600mm or more, plated or coated with materials n.e.c. in heading no. 7210"
2013,721113,409.339,0.27,0.8073,56.265,0.0004,0.19269999999999998,721113,"Iron or non-alloy steel: flat-rolled, hot-rolled, rolled on four faces or in a closed box pass, of a width more than 150mm but less than 600mm, 4mm thick or more, not in coils, without patterns in relief"
2013,721114,311.58,0.0804,0.7968,217.808,0.0016,0.20320000000000005,721114,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, 4.75mm thick or more, excluding those of item no. 7211.13"
2013,721119,4146.15,0.4893,0.7802,8183.932,0.0604,0.2198,721119,"Iron or non-alloy steel: flat-rolled, hot-rolled, of a width less than 600mm, less than 4.75mm thick, excluding those of item no. 7211.13"
2013,721123,283.049,0.033,0.7971,3483.624,0.0257,0.20289999999999997,721123,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight less than 0.25% of carbon"
2013,721129,4771.208,1.0102,0.7688,3877.654,0.0286,0.23119999999999996,721129,"Iron or non-alloy steel: flat-rolled, cold-rolled, of a width less than 600mm, containing by weight 0.25% or more of carbon"
2013,721190,2267.962,0.7791,0.7799,2103.787,0.0155,0.22009999999999996,721190,"Iron or non-alloy steel: flat-rolled, n.e.c. in heading no. 7211, width less than 600mm"
2013,721210,1251.519,1.0014,0.7518,1931.847,0.0142,0.24819999999999998,721210,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with tin"
2013,721220,2224.371,0.7538,0.796,31148.089,0.2298,0.20399999999999996,721220,"Iron or non-alloy steel: flat-rolled, of a width less than 600mm, electrolytically plated or coated with zinc"
2013,721230,1960.25,0.1702,0.7753,2548.769,0.0188,0.2247,721230,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated with zinc (not electrolytically)"
2013,721240,438.903,0.0772,0.7881,6551.018,0.0483,0.21189999999999998,721240,"Iron or non-alloy steel: flat-rolled, width less than 600mm, painted, varnished or coated with plastics"
2013,721250,5822.506,1.5525,0.7521,2897.85,0.0214,0.2479,721250,"Iron or non-alloy steel: flat-rolled, width less than 600mm, plated or coated, (excluding tin, zinc or plastic)"
2013,721260,617.291,0.3328,0.8051,3776.515,0.0279,0.19489999999999996,721260,"Iron or non-alloy steel: flat-rolled, width less than 600mm, clad"
2013,721710,14411.835,0.765,0.7743,4040.091,0.0298,0.2257,721710,"Iron or non-alloy steel: wire, (not plated or coated), whether or not polished"
2013,721720,41184.637,2.9226,0.7326,14911.923,0.11,0.26739999999999997,721720,"Iron or non-alloy steel: wire, plated or coated with zinc"
2013,721730,3702.928,0.4518,0.8101,12905.472,0.0952,0.18989999999999996,721730,"Iron or non-alloy steel: wire, plated or coated with base metals (other than zinc)"
2013,721790,9996.099,3.0782,0.7305,5929.806,0.0437,0.26949999999999996,721790,"Iron or non-alloy steel: wire, n.e.c. in heading no. 7217"
2013,722511,504.884,0.041,0.8275,12525.046,0.0924,0.1725,722511,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, grain-oriented"
2013,722519,707.109,0.0524,0.8199,2810.867,0.0207,0.18010000000000004,722519,"Steel, alloy: flat-rolled, width 600mm or more, of silicon-electrical steel, (other than grain-oriented)"
2013,722599,2984.929,0.2551,0.8194,34724.203,0.2562,0.18059999999999998,722599,"Steel, alloy: flat-rolled, width 600mm or more, n.e.c. in heading no. 7225, (other than plated or coated with zinc)"
2013,731700,6995.957,0.4402,0.7578,15820.154,0.1167,0.24219999999999997,731700,"Iron or steel: nails, tacks, drawing pins, corrugated nails, staples (not those of heading no. 8305) and the like, with heads of other material or not, but excluding articles with heads of copper"
2013,732010,1830.424,0.1632,0.8128,15971.962,0.1178,0.18720000000000003,732010,Iron or steel: leaf-springs and leaves therefor
2013,732020,4357.076,0.2359,0.8041,8192.53,0.0604,0.19589999999999996,732020,Iron or steel: helical springs and leaves for springs
2013,732090,7267.803,0.6546,0.7939,13182.714,0.0972,0.20609999999999995,732090,Iron or steel: springs n.e.c. in heading no. 7320
2013,830520,487.062,0.1715,0.8215,4131.559,0.0305,0.1785,830520,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal"
2014,441011,21004.097,0.7185,0.7626,7707.553,0.0675,0.23740000000000006,441011,"Particle board of wood, whether or not agglomerated with resins or other organic binding substances"
2014,441112,1339.115,0.1787,0.7736,7314.942,0.0641,0.22640000000000005,441112,"Medium density fibreboard (MDF), of a thickness not exceeding 5 mm"
2014,441113,421.166,0.0395,0.7903,13096.075,0.1148,0.2097,441113,"Medium density fibreboard (MDF), of a thickness exceeding 5 mm but not exceeding 9 mm"
2014,441114,5033.224,0.2138,0.7689,11121.425,0.0975,0.23109999999999997,441114,"Medium density fibreboard (MDF), of a thickness exceeding 9 mm"
2014,540411,19.075,0.0345,0.8211,411.875,0.0036,0.17889999999999995,540411,Elastomeric monofilament: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2014,540412,324.451,0.6006,0.8056,350.286,0.0031,0.19440000000000002,540412,Monofilament of polypropylene: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2014,540419,80.796,0.0174,0.8235,2041.945,0.0179,0.1765,540419,Monofilament n.e.c. in heading no 5404: of 67 decitex or more and of which no cross-sectional dimension exceeds 1mm
2014,540490,1255.436,0.4281,0.7949,4606.341,0.0404,0.20509999999999995,540490,"Filament, synthetic: strip and the like (e.g.. artificial straw), of synthetic textile materials of an apparent width not exceeding 5mm"
2014,540710,4986.796,0.3734,0.8109,5387.306,0.0472,0.18910000000000005,540710,"Fabrics, woven: from high tenacity yarn, of nylon, other polyamides or of polyesters"
2014,540720,2797.305,0.3635,0.7636,8584.891,0.0752,0.23640000000000005,540720,"Fabrics, woven: from strip or the like, of synthetic textile materials"
2014,540730,113.248,0.1855,0.8213,212.934,0.0019,0.17869999999999997,540730,"Fabrics, woven: from synthetic filament yarn, adhesive or thermal bonded"
2014,540741,63.02,0.0211,0.8468,396.823,0.0035,0.1532,540741,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, unbleached or bleached"
2014,540742,145.352,0.0178,0.8299,4497.921,0.0394,0.17010000000000003,540742,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, dyed"
2014,540743,637.817,1.4445,0.7689,656.647,0.0057,0.23109999999999997,540743,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, of yarns of different colours"
2014,540744,91.124,0.087,0.8305,376.775,0.0033,0.16949999999999998,540744,"Fabrics, woven: containing 85% or more by weight of filaments of nylon or other polyamides, printed"
2014,540751,131.39,0.0241,0.8287,2454.14,0.0215,0.1713,540751,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, unbleached or bleached"
2014,540752,712.306,0.0184,0.8338,105843.818,0.9277,0.16620000000000001,540752,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, dyed"
2014,540753,967.1,0.211,0.8141,5079.831,0.0445,0.18589999999999995,540753,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, of yarns of different colours"
2014,540754,253.629,0.0213,0.8358,25241.155,0.2212,0.1642,540754,"Fabrics, woven: containing 85% or more by weight of textured polyester filaments, printed"
2014,540761,5969.675,0.2154,0.839,40529.986,0.3552,0.16100000000000003,540761,"Fabrics, woven: containing 85% or more by weight of non-textured polyester filaments"
